solver,variant,implementation,nranks,n1,n2,n3,m,nsys,nrow_min,nrow_max,iter,iterations,mpi_mode,total_s_max,total_s_avg,local_compute_s_max,forward_exchange_s_max,reduced_compute_s_max,backward_exchange_s_max,update_compute_s_max,compute_s_max,communication_s_max
btdma,noncyclic,cuda-cxx,8,64,64,2048,5,4096,256,256,5,10,device,0.026646238,0.026617162875,0.021327916,0.000905059,0.000568443,0.000132338,0.003826472,0.025706556,0.001037397
btdma,noncyclic,cuda-cxx,8,64,64,2048,5,4096,256,256,6,10,device,0.026637194,0.026626406625,0.021320695,0.000897307,0.000572539,0.000116876,0.003820032,0.025704423,0.001010376
btdma,noncyclic,cuda-cxx,8,64,64,2048,5,4096,256,256,7,10,device,0.026641911,0.02662773725,0.021340625,0.000909485,0.000569144,0.000119789,0.003820093,0.025717453,0.001021242
btdma,noncyclic,cuda-cxx,8,64,64,2048,5,4096,256,256,8,10,device,0.026619648,0.0266009235,0.021331432,0.00087997,0.000570647,0.000116124,0.003823368,0.025712075,0.000992008
btdma,noncyclic,cuda-cxx,8,64,64,2048,5,4096,256,256,9,10,device,0.026588,0.026580769375,0.02130975,0.000867352,0.000569475,0.000116484,0.003821585,0.025686458,0.000977166
btdma,noncyclic,cuda-cxx,2,64,64,2048,8,4096,1024,1024,0,10,device,0.290007849,0.2899345995,0.208128715,0.047845351,0.000522244,0.002214383,0.032031349,0.240576548,0.050039954
btdma,noncyclic,cuda-cxx,2,64,64,2048,8,4096,1024,1024,1,10,device,0.242413956,0.242344086,0.209352842,0.001542494,0.000316766,4.85929999999e-05,0.032024509,0.241554226,0.001588953
btdma,noncyclic,cuda-cxx,2,64,64,2048,8,4096,1024,1024,2,10,device,0.2392177,0.239211135,0.206237798,0.001616987,0.000316915,4.37360000001e-05,0.03195225,0.238506903,0.001660713
btdma,noncyclic,cuda-cxx,2,64,64,2048,8,4096,1024,1024,3,10,device,0.242223821,0.2421462895,0.209166503,0.001117367,0.000316065,3.7536e-05,0.032037328,0.241365143,0.001154903
btdma,noncyclic,cuda-cxx,2,64,64,2048,8,4096,1024,1024,4,10,device,0.239089427,0.2390889915,0.206113531,0.001354973,0.000317086,3.9149e-05,0.031947022,0.238377259,0.001393791
btdma,noncyclic,cuda-cxx,2,64,64,2048,8,4096,1024,1024,5,10,device,0.24218292,0.242134292,0.209156858,0.001855805,0.000316876,3.81470000002e-05,0.032009516,0.241386315,0.001893632
btdma,noncyclic,cuda-cxx,2,64,64,2048,8,4096,1024,1024,6,10,device,0.239313423,0.239307224,0.206341564,0.001427181,0.000318699,4.01000000001e-05,0.031944418,0.238603218,0.001465218
btdma,noncyclic,cuda-cxx,2,64,64,2048,8,4096,1024,1024,7,10,device,0.24241641,0.2423454085,0.209358581,0.001610186,0.000320652,4.54780000001e-05,0.032031049,0.241568589,0.001655664
btdma,noncyclic,cuda-cxx,2,64,64,2048,8,4096,1024,1024,8,10,device,0.239222157,0.239193469,0.206216996,0.001273731,0.000317095,4.24429999999e-05,0.031995075,0.238471619,0.001315504
btdma,noncyclic,cuda-cxx,2,64,64,2048,8,4096,1024,1024,9,10,device,0.242366365,0.242299665,0.20933119,0.001480852,0.000316675000001,4.09719999999e-05,0.032026311,0.241540747,0.001521753
btdma,noncyclic,cuda-cxx,4,64,64,2048,8,4096,512,512,0,10,device,0.21504188,0.2149960985,0.105134544,0.091135235,0.001012369,0.00323842,0.016229806,0.122299524,0.094373655
btdma,noncyclic,cuda-cxx,4,64,64,2048,8,4096,512,512,1,10,device,0.121290449,0.1212776495,0.103422394,0.003006862,0.000644747,8.85629999999e-05,0.016192911,0.120250037,0.003091729
btdma,noncyclic,cuda-cxx,4,64,64,2048,8,4096,512,512,2,10,device,0.120368414,0.120354086,0.102533721,0.002618729,0.000645098,7.3851e-05,0.016195635,0.119343968,0.00269258
btdma,noncyclic,cuda-cxx,4,64,64,2048,8,4096,512,512,3,10,device,0.121516147,0.121510053,0.103684097,0.003263547,0.000644256,7.2929e-05,0.016183246,0.120501985,0.003331429
btdma,noncyclic,cuda-cxx,4,64,64,2048,8,4096,512,512,4,10,device,0.12031826,0.1203028415,0.102482104,0.002621134,0.000645819,7.5042e-05,0.016197026,0.119306112,0.002688565
btdma,noncyclic,cuda-cxx,4,64,64,2048,8,4096,512,512,5,10,device,0.1216043,0.12158580225,0.103763105,0.00338463,0.000644017,7.10060000002e-05,0.016206862,0.120603518,0.003449818
btdma,noncyclic,cuda-cxx,4,64,64,2048,8,4096,512,512,6,10,device,0.120333352,0.12029850975,0.102469775,0.002540292,0.000645639,8.4127e-05,0.016223536,0.119327352,0.002619201
btdma,noncyclic,cuda-cxx,4,64,64,2048,8,4096,512,512,7,10,device,0.121210369,0.12118156775,0.103355674,0.002896196,0.000644167,7.30689999999e-05,0.016212129,0.12017867,0.002963777
btdma,noncyclic,cuda-cxx,4,64,64,2048,8,4096,512,512,8,10,device,0.120307474,0.12030278675,0.102482364,0.002572991,0.000645769,7.79370000004e-05,0.016182966,0.119299762,0.002640452
btdma,noncyclic,cuda-cxx,4,64,64,2048,8,4096,512,512,9,10,device,0.121479492,0.1214352305,0.10358647,0.003121275,0.000644017,7.3531e-05,0.016250036,0.120471529,0.003192191
btdma,noncyclic,cuda-cxx,8,64,64,2048,8,4096,256,256,0,10,device,0.323749405,0.32347593475,0.056207349,0.251800102,0.002003597,0.006146264,0.008003801,0.066095378,0.257806776
btdma,noncyclic,cuda-cxx,8,64,64,2048,8,4096,256,256,1,10,device,0.061623748,0.0616051325,0.050699714,0.001857067,0.001273071,0.000132989,0.007988759,0.059960051,0.001979651
btdma,noncyclic,cuda-cxx,8,64,64,2048,8,4096,256,256,2,10,device,0.061438791,0.0614334975,0.050518532,0.001761113,0.001277077,0.000127231,0.007977101,0.059764827,0.001888344
btdma,noncyclic,cuda-cxx,8,64,64,2048,8,4096,256,256,3,10,device,0.061697699,0.061677306625,0.050748147,0.001913752,0.00127243,0.000182073,0.008006375,0.060013331,0.002030026
btdma,noncyclic,cuda-cxx,8,64,64,2048,8,4096,256,256,4,10,device,0.061471709,0.061446792125,0.050566354,0.001762225,0.001275634,0.000124868,0.007998103,0.059824117,0.00188516
btdma,noncyclic,cuda-cxx,8,64,64,2048,8,4096,256,256,5,10,device,0.061789216,0.061750903625,0.050866384,0.00202533,0.00127269,0.00017983,0.00798945,0.060124367,0.002145701
btdma,noncyclic,cuda-cxx,8,64,64,2048,8,4096,256,256,6,10,device,0.061435004,0.06142114325,0.050552543,0.001749045,0.001275514,0.000127431,0.00798302,0.059807422,0.001873441
btdma,noncyclic,cuda-cxx,8,64,64,2048,8,4096,256,256,7,10,device,0.061657819,0.061633724,0.050764572,0.001924217,0.00127279,0.000121703,0.007999204,0.060000513,0.002042464
btdma,noncyclic,cuda-cxx,8,64,64,2048,8,4096,256,256,8,10,device,0.061444739,0.06139604975,0.050518772,0.001713471,0.001275234,0.000171597,0.007983231,0.059770065,0.001856165
btdma,noncyclic,cuda-cxx,8,64,64,2048,8,4096,256,256,9,10,device,0.061714374,0.061707117625,0.050834336,0.001968404,0.001273001,0.000129905,0.007987587,0.060080452,0.002089295
btdma,noncyclic,cuda-cxx,2,64,64,1024,2,4096,512,512,0,10,device,0.055776403,0.055759392,0.010924574,0.040541069,0.000216535,0.002133271,0.002156896,0.01329453,0.04267434
btdma,noncyclic,cuda-cxx,2,64,64,1024,2,4096,512,512,1,10,device,0.011369842,0.011369016,0.008935038,0.0002198,4.1202e-05,5.307e-05,0.002135935,0.011111193,0.000272149
btdma,noncyclic,cuda-cxx,2,64,64,1024,2,4096,512,512,2,10,device,0.011310002,0.0113095565,0.008939035,0.000178958,4.0912e-05,3.6825e-05,0.002135615,0.011115562,0.000215783
btdma,noncyclic,cuda-cxx,2,64,64,1024,2,4096,512,512,3,10,device,0.011260338,0.011260308,0.008911914,0.00014035,4.1152e-05,3.326e-05,0.002135335,0.011086638,0.000173329
btdma,noncyclic,cuda-cxx,2,64,64,1024,2,4096,512,512,4,10,device,0.011273198,0.0112705685,0.008914989,0.000156014,4.0651e-05,3.2218e-05,0.00213877,0.011090083,0.000188232
btdma,noncyclic,cuda-cxx,2,64,64,1024,2,4096,512,512,5,10,device,0.011274089,0.011273418,0.008923161,0.000142284,4.0771e-05,3.334e-05,0.002138369,0.011102301,0.000175624
btdma,noncyclic,cuda-cxx,2,64,64,1024,2,4096,512,512,6,10,device,0.011285075,0.0112837985,0.008919185,0.000160792,4.1612e-05,3.1788e-05,0.002136306,0.0110951,0.00019258
btdma,noncyclic,cuda-cxx,2,64,64,1024,2,4096,512,512,7,10,device,0.011284654,0.011283843,0.008913256,0.000160952,4.0841e-05,3.314e-05,0.002137548,0.011091245,0.000194092
btdma,noncyclic,cuda-cxx,2,64,64,1024,2,4096,512,512,8,10,device,0.011292487,0.0112894925,0.008923191,0.000170145,4.0321e-05,3.2028e-05,0.002141324,0.011099658,0.000202173
btdma,noncyclic,cuda-cxx,2,64,64,1024,2,4096,512,512,9,10,device,0.011285195,0.0112842035,0.008918724,0.000170255,4.0701e-05,3.2609e-05,0.00213899,0.011096742,0.000202864
btdma,noncyclic,cuda-cxx,8,64,64,4096,2,4096,512,512,0,10,device,0.2281764,0.227801801625,0.014346951,0.207151769,0.000904367,0.006113774,0.002153963,0.017244549,0.212155398
btdma,noncyclic,cuda-cxx,8,64,64,4096,2,4096,512,512,1,10,device,0.011798405,0.011788297875,0.008925384,0.000525769,0.000128553,0.000109254,0.002134002,0.011182151,0.000628514
btdma,noncyclic,cuda-cxx,8,64,64,4096,2,4096,512,512,2,10,device,0.011816563,0.011801420125,0.008921729,0.000528804,0.000128964,0.000117927,0.002135334,0.011185846,0.000641042
btdma,noncyclic,cuda-cxx,8,64,64,4096,2,4096,512,512,3,10,device,0.011787419,0.011780118,0.008924623,0.000513871,0.000128293,0.000112579,0.002135855,0.011182991,0.000623296
btdma,noncyclic,cuda-cxx,8,64,64,4096,2,4096,512,512,4,10,device,0.011760479,0.011751185875,0.008924173,0.000487752,0.000128803,0.000109564,0.002134694,0.011185747,0.000595424
btdma,noncyclic,cuda-cxx,8,64,64,4096,2,4096,512,512,5,10,device,0.011757474,0.01174269475,0.008938424,0.000477287,0.000128282,0.000114843,0.002133331,0.011197724,0.000581934
btdma,noncyclic,cuda-cxx,8,64,64,4096,2,4096,512,512,6,10,device,0.011854821,0.011840577875,0.008919375,0.000580751,0.000128774,0.000109254,0.002134914,0.011182321,0.000687551
btdma,noncyclic,cuda-cxx,8,64,64,4096,2,4096,512,512,7,10,device,0.01175465,0.011742179625,0.008920867,0.000484417,0.000128793,0.000110806,0.002133671,0.011179075,0.000587682
btdma,noncyclic,cuda-cxx,8,64,64,4096,2,4096,512,512,8,10,device,0.011737585,0.01172621125,0.008919155,0.000463726,0.000128463,0.00010684,0.002130848,0.011170543,0.000569005
btdma,noncyclic,cuda-cxx,8,64,64,4096,2,4096,512,512,9,10,device,0.011760589,0.011752359125,0.008916761,0.000486199,0.000128663,0.000114021,0.00213293,0.011174929,0.000591858
btdma,noncyclic,cuda-cxx,2,64,64,1024,5,4096,512,512,0,10,device,0.097088969,0.0970563105,0.044784577,0.042218247,0.000310045,0.002106491,0.007786175,0.052855129,0.044302445
btdma,noncyclic,cuda-cxx,2,64,64,1024,5,4096,512,512,1,10,device,0.051266445,0.0512615575,0.042916484,0.000476485,0.000144507,4.4587e-05,0.007775068,0.050826685,0.000520762
btdma,noncyclic,cuda-cxx,2,64,64,1024,5,4096,512,512,2,10,device,0.051171993,0.051169244,0.042854641,0.000362183,0.000143826,4.2113e-05,0.007774677,0.050768157,0.000404296
btdma,noncyclic,cuda-cxx,2,64,64,1024,5,4096,512,512,3,10,device,0.05122342,0.0512164695,0.042893499,0.000424497,0.000143515,4.0371e-05,0.007781497,0.050804951,0.000462664
btdma,noncyclic,cuda-cxx,2,64,64,1024,5,4096,512,512,4,10,device,0.051174296,0.0511705605,0.042837506,0.000413891,0.000143054,3.7706e-05,0.007773756,0.050754227,0.000451597
btdma,noncyclic,cuda-cxx,2,64,64,1024,5,4096,512,512,5,10,device,0.051293706,0.0512813875,0.042903024,0.00047271,0.000144507,3.5874e-05,0.007781578,0.050805473,0.000508584
btdma,noncyclic,cuda-cxx,2,64,64,1024,5,4096,512,512,6,10,device,0.051179725,0.0511682175,0.04284073,0.0003735,0.000147181,3.87479999999e-05,0.007788218,0.050775288,0.000408583
btdma,noncyclic,cuda-cxx,2,64,64,1024,5,4096,512,512,7,10,device,0.051249489,0.0512475615,0.04292759,0.000458948,0.000143916,3.5373e-05,0.00777024,0.050838551,0.000494321
btdma,noncyclic,cuda-cxx,2,64,64,1024,5,4096,512,512,8,10,device,0.051240746,0.0512283175,0.042858897,0.00041955,0.000144497,4.0951e-05,0.007785684,0.050781868,0.000458368
btdma,noncyclic,cuda-cxx,2,64,64,1024,5,4096,512,512,9,10,device,0.051227997,0.051216665,0.042904526,0.000444498,0.000144477,3.60449999999e-05,0.007777952,0.050804372,0.000480543
btdma,noncyclic,cuda-cxx,8,64,64,4096,5,4096,512,512,0,10,device,0.296162596,0.29519670025,0.063600604,0.223905391,0.001332891,0.008369019,0.007796731,0.072395082,0.231227909
btdma,noncyclic,cuda-cxx,8,64,64,4096,5,4096,512,512,1,10,device,0.052160426,0.052142260375,0.042848051,0.000970706,0.000575744,0.000125829,0.007780496,0.051177891,0.001091417
btdma,noncyclic,cuda-cxx,8,64,64,4096,5,4096,512,512,2,10,device,0.05216324,0.0521442005,0.042880631,0.000949976,0.000578788,0.00012635,0.007767787,0.051215007,0.001067763
btdma,noncyclic,cuda-cxx,8,64,64,4096,5,4096,512,512,3,10,device,0.052195309,0.052181296125,0.042869874,0.000989375,0.000577527,0.000125558,0.007769139,0.051199204,0.001112038
btdma,noncyclic,cuda-cxx,8,64,64,4096,5,4096,512,512,4,10,device,0.05210278,0.05208725875,0.042836705,0.000925199,0.000578608,0.000116405,0.007775369,0.051169879,0.001041604
btdma,noncyclic,cuda-cxx,8,64,64,4096,5,4096,512,512,5,10,device,0.052086565,0.052059167875,0.042814381,0.000888663,0.000575944,0.000124056,0.007777682,0.051154807,0.0010068
btdma,noncyclic,cuda-cxx,8,64,64,4096,5,4096,512,512,6,10,device,0.052124362,0.052106913375,0.042863534,0.000911457,0.000579038,0.000112128,0.007774006,0.051187185,0.001023295
btdma,noncyclic,cuda-cxx,8,64,64,4096,5,4096,512,512,7,10,device,0.052252555,0.052227176625,0.042927481,0.00107248,0.000576425,0.000121742,0.007780536,0.051245683,0.001187994
btdma,noncyclic,cuda-cxx,8,64,64,4096,5,4096,512,512,8,10,device,0.052134337,0.052122249125,0.042870855,0.000928003,0.000578779,0.000117486,0.007774557,0.051211282,0.001040262
btdma,noncyclic,cuda-cxx,8,64,64,4096,5,4096,512,512,9,10,device,0.052113656,0.0520923575,0.042854101,0.000928793,0.000576024,0.000122604,0.007777692,0.051171042,0.001051397
btdma,noncyclic,cuda-cxx,2,64,64,1024,8,4096,512,512,0,10,device,0.225072292,0.225028511,0.103465689,0.103227572,0.000484648,0.002141544,0.016188124,0.120138461,0.105369116
btdma,noncyclic,cuda-cxx,2,64,64,1024,8,4096,512,512,1,10,device,0.120098871,0.120068976,0.102881653,0.001044297,0.000315984,4.5338e-05,0.016185219,0.119382856,0.001089635
btdma,noncyclic,cuda-cxx,2,64,64,1024,8,4096,512,512,2,10,device,0.118744047,0.118735965,0.101564887,0.001262595,0.000317146,4.1392e-05,0.016169245,0.118051148,0.001303987
btdma,noncyclic,cuda-cxx,2,64,64,1024,8,4096,512,512,3,10,device,0.120060894,0.120013608,0.102767782,0.001014472,0.000316835,4.47170000001e-05,0.016208604,0.119293221,0.001059189
btdma,noncyclic,cuda-cxx,2,64,64,1024,8,4096,512,512,4,10,device,0.118733622,0.118729991,0.101574131,0.001364468,0.000316034,3.82379999999e-05,0.016145198,0.118035363,0.001402425
btdma,noncyclic,cuda-cxx,2,64,64,1024,8,4096,512,512,5,10,device,0.119993913,0.1199703725,0.102813019,0.000948824,0.000315764,3.8137e-05,0.01617934,0.119307893,0.000986811
btdma,noncyclic,cuda-cxx,2,64,64,1024,8,4096,512,512,6,10,device,0.118883316,0.11887578,0.101705958,0.001259511,0.000317536,3.97589999999e-05,0.016164157,0.118187651,0.00129927
btdma,noncyclic,cuda-cxx,2,64,64,1024,8,4096,512,512,7,10,device,0.120076186,0.120066301,0.102859549,0.001071789,0.00034002,6.55380000001e-05,0.016189225,0.119363887,0.001113281
btdma,noncyclic,cuda-cxx,2,64,64,1024,8,4096,512,512,8,10,device,0.118701424,0.118694503,0.101526839,0.001158388,0.000318438,4.31249999999e-05,0.016172691,0.118017968,0.001201513
btdma,noncyclic,cuda-cxx,2,64,64,1024,8,4096,512,512,9,10,device,0.120040814,0.1200226215,0.102850336,0.001153321,0.000316966,4.07609999997e-05,0.016174663,0.119340472,0.001191399
btdma,noncyclic,cuda-cxx,8,64,64,4096,8,4096,512,512,0,10,device,0.337887973,0.337497357875,0.108504641,0.206403817,0.001982495,0.007029309,0.016280853,0.12671539,0.213391733
btdma,noncyclic,cuda-cxx,8,64,64,4096,8,4096,512,512,1,10,device,0.12239753,0.12237827575,0.103100782,0.003404399,0.001282184,0.000131827,0.016238108,0.120588185,0.003536226
btdma,noncyclic,cuda-cxx,8,64,64,4096,8,4096,512,512,2,10,device,0.122269188,0.122217883125,0.103029464,0.003689026,0.001284238,0.000138718,0.016252499,0.120530428,0.003818871
btdma,noncyclic,cuda-cxx,8,64,64,4096,8,4096,512,512,3,10,device,0.122454896,0.122420156625,0.103235103,0.003481905,0.001282635,0.000127712,0.016237818,0.120752592,0.003606823
btdma,noncyclic,cuda-cxx,8,64,64,4096,8,4096,512,512,4,10,device,0.122248807,0.122222527375,0.103040742,0.003660023,0.001284428,0.000125578,0.016240552,0.120539222,0.003782757
btdma,noncyclic,cuda-cxx,8,64,64,4096,8,4096,512,512,5,10,device,0.122469107,0.12243347125,0.103255473,0.003509126,0.001281334,0.000128052,0.016236475,0.120747404,0.00363196
btdma,noncyclic,cuda-cxx,8,64,64,4096,8,4096,512,512,6,10,device,0.122174936,0.122141475625,0.102952158,0.003607424,0.001283676,0.000128643,0.016240642,0.12043262,0.003736067
btdma,noncyclic,cuda-cxx,8,64,64,4096,8,4096,512,512,7,10,device,0.122629809,0.122587593875,0.103401563,0.003777008,0.001282034,0.000121202,0.016249576,0.12093154,0.00389821
btdma,noncyclic,cuda-cxx,8,64,64,4096,8,4096,512,512,8,10,device,0.122147174,0.122098146875,0.102910576,0.003480693,0.001283976,0.000167691,0.016237668,0.120398009,0.00359891
btdma,noncyclic,cuda-cxx,8,64,64,4096,8,4096,512,512,9,10,device,0.122763769,0.1226847345,0.103474413,0.003667023,0.001282735,0.000130085,0.0163194,0.120988767,0.003796467
btdma,noncyclic,cuda-cxx,8,32,32,2048,2,1024,256,256,0,10,device,0.212320025,0.212179224625,0.009452405,0.2010753,0.000781914,0.003031159,0.000758508,0.010907198,0.204082823
btdma,noncyclic,cuda-cxx,8,32,32,2048,2,1024,256,256,1,10,device,0.004820053,0.00470895525,0.003376787,0.000497276,0.000123326,0.000110346,0.000741472,0.004215907,0.000603856
btdma,noncyclic,cuda-cxx,8,32,32,2048,2,1024,256,256,2,10,device,0.004805411,0.004691616875,0.003370148,0.000476706,0.000124106,0.000117136,0.000741282,0.004215886,0.000590616
btdma,noncyclic,cuda-cxx,8,32,32,2048,2,1024,256,256,3,10,device,0.004767825,0.00465933475,0.003371119,0.000445389,0.000123335,0.000107581,0.000741974,0.004214605,0.00055297
btdma,noncyclic,cuda-cxx,8,32,32,2048,2,1024,256,256,4,10,device,0.004753955,0.004645873375,0.003370028,0.000436935,0.000123586,0.000108032,0.000741673,0.004214415,0.000541582
btdma,noncyclic,cuda-cxx,8,32,32,2048,2,1024,256,256,5,10,device,0.004766583,0.00466377375,0.003381726,0.000456916,0.000123345,0.00011358,0.000741573,0.004214806,0.000555504
btdma,noncyclic,cuda-cxx,8,32,32,2048,2,1024,256,256,6,10,device,0.004756278,0.004648256875,0.003369307,0.000442945,0.000123735,0.000105168,0.000741252,0.004214894,0.000543486
btdma,noncyclic,cuda-cxx,8,32,32,2048,2,1024,256,256,7,10,device,0.004763749,0.004653953125,0.003369506,0.000447111,0.000123605,0.000104957,0.000741763,0.004216868,0.000546711
btdma,noncyclic,cuda-cxx,8,32,32,2048,2,1024,256,256,8,10,device,0.005114255,0.005003287125,0.003369286,0.000800771,0.000123746,0.00010692,0.000741613,0.004215126,0.000900812
btdma,noncyclic,cuda-cxx,8,32,32,2048,2,1024,256,256,9,10,device,0.004751571,0.004641481875,0.003370107,0.000431968,0.000123606,0.000106049,0.000741403,0.004214967,0.000536314
btdma,noncyclic,cuda-cxx,8,128,128,2048,2,16384,256,256,0,10,device,0.214320517,0.213999783375,0.009980257,0.197160035,0.000894242,0.006728748,0.001176305,0.011669962,0.203812809
btdma,noncyclic,cuda-cxx,8,128,128,2048,2,16384,256,256,1,10,device,0.006555217,0.006540205875,0.004633784,0.000655143,0.000130676,0.000120071,0.001151218,0.005912213,0.000773712
btdma,noncyclic,cuda-cxx,8,128,128,2048,2,16384,256,256,2,10,device,0.006518502,0.006505600625,0.004628155,0.000620411,0.000130365,0.000111728,0.001149024,0.005907045,0.000730447
btdma,noncyclic,cuda-cxx,8,128,128,2048,2,16384,256,256,3,10,device,0.006500616,0.006493994375,0.004633943,0.000618088,0.000130095,0.000110677,0.001147382,0.005910108,0.000722364
btdma,noncyclic,cuda-cxx,8,128,128,2048,2,16384,256,256,4,10,device,0.007275228,0.00695934875,0.004626312,0.000590917,0.000130065,0.000905479,0.001151999,0.005905823,0.001496396
btdma,noncyclic,cuda-cxx,8,128,128,2048,2,16384,256,256,5,10,device,0.006482168,0.00647140775,0.004633524,0.000592069,0.000130126,0.000110916,0.001149755,0.005913394,0.000702985
btdma,noncyclic,cuda-cxx,8,128,128,2048,2,16384,256,256,6,10,device,0.006482869,0.006471852375,0.004631771,0.000598908,0.000130626,0.000108933,0.001149194,0.005910089,0.00070054
btdma,noncyclic,cuda-cxx,8,128,128,2048,2,16384,256,256,7,10,device,0.006473575,0.00646194475,0.00463121,0.000583176,0.000130466,0.000105989,0.001151658,0.00590995,0.000688935
btdma,noncyclic,cuda-cxx,8,128,128,2048,2,16384,256,256,8,10,device,0.006460205,0.006452443125,0.004626683,0.000576436,0.000130386,0.000105038,0.001150927,0.005907996,0.000681474
btdma,noncyclic,cuda-cxx,8,128,128,2048,2,16384,256,256,9,10,device,0.006464351,0.006454377125,0.004626713,0.000574131,0.000130126,0.000110686,0.001156285,0.005913124,0.000679389
btdma,noncyclic,cuda-cxx,8,32,32,2048,5,1024,256,256,0,10,device,0.240856048,0.24071904275,0.031133431,0.20615946,0.001268764,0.003225991,0.003560263,0.035537029,0.209342327
btdma,noncyclic,cuda-cxx,8,32,32,2048,5,1024,256,256,1,10,device,0.025636442,0.0254815495,0.020711942,0.000960442,0.000569815,0.000116836,0.003538951,0.024645064,0.001071959
btdma,noncyclic,cuda-cxx,8,32,32,2048,5,1024,256,256,2,10,device,0.025639376,0.02548350775,0.020708958,0.000935654,0.000572899,0.000125739,0.003535656,0.024635632,0.001061393
btdma,noncyclic,cuda-cxx,8,32,32,2048,5,1024,256,256,3,10,device,0.025663412,0.02549280775,0.020731091,0.00093943,0.000570196,0.000140231,0.003549296,0.024668229,0.001061033
btdma,noncyclic,cuda-cxx,8,32,32,2048,5,1024,256,256,4,10,device,0.025623453,0.025466584625,0.02072377,0.000941132,0.000569775,0.0001395,0.003537169,0.024650703,0.001065428
btdma,noncyclic,cuda-cxx,8,32,32,2048,5,1024,256,256,5,10,device,0.025598325,0.025443249625,0.020704852,0.000915043,0.000570506,0.000125097,0.003539061,0.024643663,0.00103289
btdma,noncyclic,cuda-cxx,8,32,32,2048,5,1024,256,256,6,10,device,0.025624394,0.02546260125,0.020724251,0.000920812,0.000569725,0.000131728,0.00354461,0.024655921,0.001033821
btdma,noncyclic,cuda-cxx,8,32,32,2048,5,1024,256,256,7,10,device,0.025582462,0.02542701525,0.020694917,0.000913731,0.000569514,0.000127411,0.003537058,0.02462892,0.001023716
btdma,noncyclic,cuda-cxx,8,32,32,2048,5,1024,256,256,8,10,device,0.025581439,0.025431882625,0.020697991,0.000917777,0.000569966,0.00012645,0.003527473,0.024631435,0.001027151
btdma,noncyclic,cuda-cxx,8,32,32,2048,5,1024,256,256,9,10,device,0.025587538,0.025429222125,0.020718552,0.000914623,0.000569845,0.000117917,0.00353856,0.024646716,0.0010259
btdma,noncyclic,cuda-cxx,8,128,128,2048,5,16384,256,256,0,10,device,0.298303388,0.298025217875,0.029505648,0.258170502,0.00133928,0.006936109,0.003948917,0.034633764,0.265055064
btdma,noncyclic,cuda-cxx,8,128,128,2048,5,16384,256,256,1,10,device,0.029948222,0.029889140375,0.024207228,0.0014056,0.000630826,0.00017263,0.003920263,0.0287467,0.001541223
btdma,noncyclic,cuda-cxx,8,128,128,2048,5,16384,256,256,2,10,device,0.02987955,0.029870291125,0.024209801,0.001360402,0.000629605,0.0001331,0.003922867,0.028756104,0.001493502
btdma,noncyclic,cuda-cxx,8,128,128,2048,5,16384,256,256,3,10,device,0.029893331,0.029876310375,0.024219326,0.001360903,0.000630676,0.000131087,0.0039247,0.028758628,0.001490007
btdma,noncyclic,cuda-cxx,8,128,128,2048,5,16384,256,256,4,10,device,0.02991331,0.02989408525,0.024249791,0.001330688,0.000628773,0.000125418,0.003932402,0.028810656,0.001456106
btdma,noncyclic,cuda-cxx,8,128,128,2048,5,16384,256,256,5,10,device,0.029890536,0.029880359375,0.024224643,0.001349535,0.000629405,0.000125148,0.003925551,0.028772428,0.001474463
btdma,noncyclic,cuda-cxx,8,128,128,2048,5,16384,256,256,6,10,device,0.029796165,0.029779466,0.024132846,0.001274803,0.000629264,0.000124507,0.003928576,0.028689675,0.00139931
btdma,noncyclic,cuda-cxx,8,128,128,2048,5,16384,256,256,7,10,device,0.029885059,0.029872037125,0.024223302,0.001382715,0.000628974,0.000127972,0.003925941,0.028771166,0.001502384
btdma,noncyclic,cuda-cxx,8,128,128,2048,5,16384,256,256,8,10,device,0.029953961,0.029939128,0.02423547,0.00142617,0.000629495,0.000125188,0.003924579,0.028784175,0.001548223
btdma,noncyclic,cuda-cxx,8,128,128,2048,5,16384,256,256,9,10,device,0.029958658,0.029948951125,0.024287819,0.001409725,0.000629264000001,0.000136645,0.003922076,0.028837467,0.00154637
btdma,noncyclic,cuda-cxx,8,32,32,2048,8,1024,256,256,0,10,device,0.276950405,0.27660802725,0.055248621,0.208482436,0.001998499,0.006585953,0.007911843,0.064975338,0.214996101
btdma,noncyclic,cuda-cxx,8,32,32,2048,8,1024,256,256,1,10,device,0.06079205,0.060684593375,0.050229609,0.001925269,0.00127318,0.000147221,0.007904252,0.059297077,0.002053562
btdma,noncyclic,cuda-cxx,8,32,32,2048,8,1024,256,256,2,10,device,0.060175134,0.060066648625,0.049644511,0.001559129,0.001271638,0.000164326,0.007899555,0.058720681,0.001717296
btdma,noncyclic,cuda-cxx,8,32,32,2048,8,1024,256,256,3,10,device,0.060611168,0.060501282125,0.050086434,0.001657167,0.00127256,0.000144266,0.007914978,0.059144566,0.001776115
btdma,noncyclic,cuda-cxx,8,32,32,2048,8,1024,256,256,4,10,device,0.060210186,0.060071783625,0.049658041,0.001533221,0.001272059,0.000149925,0.007929339,0.058757817,0.001672591
btdma,noncyclic,cuda-cxx,8,32,32,2048,8,1024,256,256,5,10,device,0.060480332,0.060380125125,0.049974356,0.001654863,0.001273181,0.000140912,0.007899174,0.059028693,0.001771178
