solver,variant,implementation,nranks,n1,n2,n3,m,nsys,nrow_min,nrow_max,iter,iterations,mpi_mode,total_s_max,total_s_avg,local_compute_s_max,forward_exchange_s_max,reduced_compute_s_max,backward_exchange_s_max,update_compute_s_max,compute_s_max,communication_s_max
btdma,noncyclic,cuda-cxx,8,32,32,2048,8,1024,256,256,6,10,device,0.060211418,0.06011818475,0.049600804,0.001570577,0.001272539,0.000142404,0.007884462,0.058749564,0.001700742
btdma,noncyclic,cuda-cxx,8,32,32,2048,8,1024,256,256,7,10,device,0.06051209,0.06040963925,0.049971742,0.001650737,0.001271939,0.000142394,0.007899915,0.059143596,0.001790717
btdma,noncyclic,cuda-cxx,8,32,32,2048,8,1024,256,256,8,10,device,0.060310267,0.060211536125,0.049626373,0.001702836,0.00127248,0.000150005,0.007883921,0.058725569,0.001847513
btdma,noncyclic,cuda-cxx,8,32,32,2048,8,1024,256,256,9,10,device,0.06061235,0.060483327625,0.05005717,0.001701363,0.00127246,0.000149965,0.00792979,0.059104077,0.001838579
btdma,noncyclic,cuda-cxx,8,128,128,2048,8,16384,256,256,0,10,device,0.296322436,0.296000033625,0.077057168,0.201932026,0.002108955,0.007517672,0.009567678,0.08843977,0.209449698
btdma,noncyclic,cuda-cxx,8,128,128,2048,8,16384,256,256,1,10,device,0.084695772,0.08463354075,0.071676684,0.002244277,0.001465279,0.000144256,0.009511494,0.082641709,0.002388533
btdma,noncyclic,cuda-cxx,8,128,128,2048,8,16384,256,256,2,10,device,0.084683473,0.084637167375,0.071689764,0.002211509,0.001455654,0.000144657,0.009509591,0.08262817,0.002353812
btdma,noncyclic,cuda-cxx,8,128,128,2048,8,16384,256,256,3,10,device,0.08472839,0.0846677655,0.071721011,0.002357518,0.001458349,0.000142965,0.009517272,0.082628599,0.002494834
btdma,noncyclic,cuda-cxx,8,128,128,2048,8,16384,256,256,4,10,device,0.084744165,0.084664908,0.071696264,0.002306762,0.001455564,0.000146299,0.009540978,0.082607949,0.002439812
btdma,noncyclic,cuda-cxx,8,128,128,2048,8,16384,256,256,5,10,device,0.084715661,0.08463311725,0.07169402,0.002261063,0.001463457,0.000145408,0.009535179,0.082589761,0.002393422
btdma,noncyclic,cuda-cxx,8,128,128,2048,8,16384,256,256,6,10,device,0.084757414,0.084651476375,0.071689914,0.002280782,0.001454814,0.000137927,0.009566927,0.082618194,0.002408674
btdma,noncyclic,cuda-cxx,8,128,128,2048,8,16384,256,256,7,10,device,0.08470148,0.084654931125,0.07168079,0.002256696,0.001462014,0.000145258,0.009501028,0.082610132,0.002394223
btdma,noncyclic,cuda-cxx,8,128,128,2048,8,16384,256,256,8,10,device,0.084785466,0.084722316125,0.071774601,0.002371709,0.001456035,0.000135172999999,0.009507678,0.082706226,0.002504297
btdma,noncyclic,cuda-cxx,8,128,128,2048,8,16384,256,256,9,10,device,0.084655441,0.08459914275,0.071642623,0.002256836,0.001463867,0.000145018,0.009517333,0.082553336,0.002401854
btdma,noncyclic,cuda-cxx,2,64,64,2048,5,4096,1024,1024,0,10,host,0.127873237,0.127812912,0.088054822,0.024111964,0.000382224,0.000121021,0.015515433,0.103952479,0.024232985
btdma,noncyclic,cuda-cxx,2,64,64,2048,5,4096,1024,1024,1,10,host,0.103061933,0.103050551,0.086183093,0.001435014,0.000143555,0.000114722,0.015489865,0.101816133,0.001549736
btdma,noncyclic,cuda-cxx,2,64,64,2048,5,4096,1024,1024,2,10,host,0.103088413,0.1030878175,0.086204185,0.001511518,0.000143806,0.00011335,0.015488844,0.101835032,0.001624868
btdma,noncyclic,cuda-cxx,2,64,64,2048,5,4096,1024,1024,3,10,host,0.102952309,0.1029487285,0.086071206,0.001352941,0.000143665,0.000109625,0.015488734,0.101699839,0.001462566
btdma,noncyclic,cuda-cxx,2,64,64,2048,5,4096,1024,1024,4,10,host,0.103245269,0.1032392295,0.086298617,0.00166582,0.000144297,0.000106671,0.015488874,0.101931788,0.001772491
btdma,noncyclic,cuda-cxx,2,64,64,2048,5,4096,1024,1024,5,10,host,0.102941954,0.1029378425,0.086067981,0.001313371,0.000143556,0.000110035,0.015482725,0.101694251,0.001423406
btdma,noncyclic,cuda-cxx,2,64,64,2048,5,4096,1024,1024,6,10,host,0.103188072,0.103178803,0.086286228,0.001487362,0.000143165,0.0001066,0.015501944,0.101931337,0.001593962
btdma,noncyclic,cuda-cxx,2,64,64,2048,5,4096,1024,1024,7,10,host,0.102976866,0.102963055,0.086094281,0.001333881,0.000143776,0.000109975,0.015496937,0.101734994,0.001443856
btdma,noncyclic,cuda-cxx,2,64,64,2048,5,4096,1024,1024,8,10,host,0.103057606,0.1030535805,0.086166939,0.00146589,0.000143275,0.000108162,0.01549952,0.101809283,0.001574052
btdma,noncyclic,cuda-cxx,2,64,64,2048,5,4096,1024,1024,9,10,host,0.102914903,0.1029146375,0.086053489,0.001215784,0.000143144,0.000109194,0.015485148,0.101681781,0.001324978
btdma,noncyclic,cuda-cxx,4,64,64,2048,5,4096,512,512,0,10,host,0.130572688,0.130536702,0.045956536,0.076468285,0.000556796,0.000830326,0.007785263,0.054280598,0.076657959
btdma,noncyclic,cuda-cxx,4,64,64,2048,5,4096,512,512,1,10,host,0.052406986,0.05239784,0.042866599,0.001430146,0.000291207,0.000147371,0.007772834,0.050920944,0.001573311
btdma,noncyclic,cuda-cxx,4,64,64,2048,5,4096,512,512,2,10,host,0.052377603,0.05236591475,0.042864035,0.00141948,0.000291577,0.000144186,0.0077759,0.05092973,0.001563666
btdma,noncyclic,cuda-cxx,4,64,64,2048,5,4096,512,512,3,10,host,0.052431243,0.0524254465,0.042869503,0.001483517,0.000290916,0.000147882,0.007777131,0.05093092,0.001631399
btdma,noncyclic,cuda-cxx,4,64,64,2048,5,4096,512,512,4,10,host,0.052366996,0.0523631205,0.042875953,0.001421814,0.000291668,0.000130386,0.007773656,0.050935136,0.0015522
btdma,noncyclic,cuda-cxx,4,64,64,2048,5,4096,512,512,5,10,host,0.052418083,0.0524138565,0.042861722,0.00147909,0.000290977,0.000134372,0.007768908,0.050920075,0.00160587
btdma,noncyclic,cuda-cxx,4,64,64,2048,5,4096,512,512,6,10,host,0.052410502,0.0524021045,0.042890715,0.001477988,0.000291537,0.00013962,0.007777292,0.050957972,0.001613952
btdma,noncyclic,cuda-cxx,4,64,64,2048,5,4096,512,512,7,10,host,0.052398423,0.05238884125,0.042884346,0.001437627,0.000290847,0.000137746,0.007772965,0.050947507,0.001567161
btdma,noncyclic,cuda-cxx,4,64,64,2048,5,4096,512,512,8,10,host,0.052359655,0.05235449975,0.042850094,0.00142632,0.000291177,0.000137076,0.007764902,0.050902267,0.001558409
btdma,noncyclic,cuda-cxx,4,64,64,2048,5,4096,512,512,9,10,host,0.05234988,0.05234067425,0.042890264,0.001416555,0.000291578,0.000131347,0.007775729,0.050956029,0.001545559
btdma,noncyclic,cuda-cxx,8,64,64,2048,5,4096,256,256,0,10,host,0.193287994,0.193244829125,0.02708783,0.161220711,0.001790757,0.000532128,0.003834385,0.032702716,0.161603455
btdma,noncyclic,cuda-cxx,8,64,64,2048,5,4096,256,256,1,10,host,0.027963275,0.027946303625,0.021329068,0.002115605,0.000568132,0.000218748,0.003821706,0.025704113,0.002328815
btdma,noncyclic,cuda-cxx,8,64,64,2048,5,4096,256,256,2,10,host,0.027954381,0.02792741125,0.021331482,0.002072691,0.000571077,0.000220601,0.003833914,0.02572205,0.002280403
btdma,noncyclic,cuda-cxx,8,64,64,2048,5,4096,256,256,3,10,host,0.027934912,0.027926510125,0.021325853,0.002077798,0.000568242,0.000225228,0.003816577,0.025706247,0.002303026
btdma,noncyclic,cuda-cxx,8,64,64,2048,5,4096,256,256,4,10,host,0.027938667,0.027923362625,0.021347546,0.002071819,0.000571508,0.000219759,0.003828365,0.025732616,0.002288144
btdma,noncyclic,cuda-cxx,8,64,64,2048,5,4096,256,256,5,10,host,0.027976894,0.02796390475,0.021336469,0.002100392,0.000568763,0.000222073,0.003824198,0.025713637,0.002320021
btdma,noncyclic,cuda-cxx,8,64,64,2048,5,4096,256,256,6,10,host,0.027912417,0.0279015825,0.021348457,0.002035655,0.000570596,0.000221362,0.003825361,0.025726027,0.002257017
btdma,noncyclic,cuda-cxx,8,64,64,2048,5,4096,256,256,7,10,host,0.027821431,0.027812642875,0.021344932,0.001994813,0.000568273,0.000201903,0.003820454,0.025730324,0.002196716
btdma,noncyclic,cuda-cxx,8,64,64,2048,5,4096,256,256,8,10,host,0.028194711,0.0281824165,0.021353255,0.00234545,0.000571728,0.000218548,0.003827204,0.025734249,0.002549456
btdma,noncyclic,cuda-cxx,8,64,64,2048,5,4096,256,256,9,10,host,0.028284907,0.028271438875,0.021339374,0.002435175,0.000568704,0.000276255,0.003832792,0.025724845,0.002641684
