study_suite,case_id,variant,nranks,n1,n2,n3,m,baseline_nranks,scaling_kind,cxx_mpi_modes,notes
custom,custom_np2_64x64x2048_m2,noncyclic,2,64,64,2048,2,2,custom,device,user_supplied_case
