study_suite,case_id,variant,nranks,n1,n2,n3,m,baseline_nranks,scaling_kind,cxx_mpi_modes,notes
custom,custom_np8_128x128x2048_m8,noncyclic,8,128,128,2048,8,2,custom,device,user_supplied_case
