study_suite,case_id,variant,nranks,n1,n2,n3,m,baseline_nranks,scaling_kind,cxx_mpi_modes,notes
custom,custom_np8_64x64x2048_m5,noncyclic,8,64,64,2048,5,2,custom,host,user_supplied_case
