study_suite,case_id,variant,nranks,n1,n2,n3,m,baseline_nranks,scaling_kind,cxx_mpi_modes,notes
custom,custom_np1_32x32x128_m2,noncyclic,1,32,32,128,2,2,custom,device,user_supplied_case
