study_suite,case_id,variant,nranks,n1,n2,n3,m,baseline_nranks,scaling_kind,cxx_mpi_modes,notes
custom,custom_np4_64x64x2048_m2,noncyclic,4,64,64,2048,2,2,custom,device,user_supplied_case
